step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
388,1638368,3104,0.004469423039428821,0.625,0.9591836734693877,,,
389,1642600,3112,0.009140557689910365,0.375,0.8833333333333333,,,
390,1646192,3120,0.00806825626139081,0.625,0.9512195121951219,,,
391,1648696,3128,0.009411668303467546,0.875,0.9914529914529915,,,
392,1652480,3136,0.007998401527909487,0.875,0.9880952380952381,,,
393,1658120,3144,0.006319557324831675,0.625,0.9390243902439024,0.006605763509708192,0.625,0.961038961038961
394,1661840,3152,0.009875089800202044,0.5,0.9436619718309859,,,
395,1664664,3160,0.012361842035401905,0.625,0.9411764705882353,,,
396,1668192,3168,0.007781712387745093,0.75,0.9761904761904762,,,
397,1671848,3176,0.008265484292497155,0.625,0.9358974358974359,,,
398,1676848,3184,0.00785446860084077,0.625,0.9634146341463414,,,
399,1678968,3192,0.012882607751284279,0.625,0.9518072289156626,,,
400,1682944,3200,0.006752037116836017,0.875,0.9838709677419355,,,
401,1688392,3208,0.007513187324167911,0.375,0.9242424242424242,0.004290774231220073,0.25,0.9078947368421053
402,1692240,3216,0.008712288569876301,0.5,0.9583333333333334,,,
403,1698072,3224,0.00795178762888365,0.25,0.9333333333333333,,,
404,1700768,3232,0.011735114152399511,0.5,0.9438202247191011,,,
405,1704744,3240,0.009877357188501246,0.375,0.9130434782608695,,,
406,1707568,3248,0.008566918014437618,0.625,0.967391304347826,,,
407,1711288,3256,0.010654178729437285,0.5,0.9230769230769231,,,
408,1716032,3264,0.004842918626397768,0.75,0.975609756097561,,,
409,1718280,3272,0.009290103827933162,0.875,0.989010989010989,0.005836003799490315,0.875,0.9876543209876543
410,1720784,3280,0.00880126045882125,0.75,0.979381443298969,,,
411,1723480,3288,0.010817597695072593,0.625,0.9418604651162791,,,
412,1727968,3296,0.008430823820143606,0.375,0.9425287356321839,,,
413,1730856,3304,0.01036810357878498,0.75,0.9661016949152542,,,
414,1733680,3312,0.008575557456082713,0.75,0.9655172413793104,,,
415,1736568,3320,0.008611258803058448,0.625,0.9473684210526315,,,
416,1739776,3328,0.007622637518566325,0.625,0.9420289855072463,,,
417,1742472,3336,0.008600098962554523,0.75,0.9692307692307692,0.003669605109204562,0.5,0.9354838709677419
418,1746256,3344,0.008323911039256069,0.625,0.9428571428571428,,,
419,1748312,3352,0.014338715426151324,0.625,0.9285714285714286,,,
420,1751072,3360,0.011924007224657496,0.375,0.9342105263157895,,,
421,1753128,3368,0.013623351490656022,0.625,0.9444444444444444,,,
422,1756720,3376,0.00945661306077707,0.75,0.9682539682539683,,,
423,1759928,3384,0.009369308033471429,0.5,0.9180327868852459,,,
424,1763776,3392,0.008040526320446632,0.75,0.972972972972973,,,
425,1766984,3400,0.009974662416402413,0.625,0.963855421686747,0.009846338334664391,0.875,0.9859154929577465
426,1769616,3408,0.014328076476576749,0.75,0.9444444444444444,,,
427,1772504,3416,0.010631396382682262,0.375,0.9142857142857143,,,
428,1776224,3424,0.01090871829564857,0.375,0.9066666666666666,,,
429,1779368,3432,0.007000586457554694,0.625,0.9615384615384616,,,
430,1782192,3440,0.010585508132180082,0.625,0.9420289855072463,,,
431,1784888,3448,0.011321496416770853,0.25,0.8933333333333333,,,
432,1792832,3456,0.0036112877148137814,0.75,0.975609756097561,,,
433,1797128,3464,0.007551347755809906,0.5,0.9375,0.0038951668144824028,0.75,0.975609756097561
434,1801488,3472,0.005728914971400504,1.0,1.0,,,
435,1805784,3480,0.007848735461597771,0.5,0.921875,,,
436,1810400,3488,0.005827554785077093,0.625,0.9571428571428572,,,
437,1813288,3496,0.012097987414028647,0.5,0.9431818181818182,,,
438,1816880,3504,0.008065468317608297,0.625,0.9393939393939394,,,
439,1823864,3512,0.00479838004144179,0.75,0.9733333333333334,,,
440,1825728,3520,0.010677710573514118,0.75,0.972972972972973,,,
441,1830856,3528,0.006050728655885913,0.5,0.9444444444444444,0.005734959741685689,0.625,0.9696969696969697
442,1834448,3536,0.00875820674500721,0.375,0.9166666666666666,,,
443,1843224,3544,0.004866052196484267,0.25,0.855072463768116,,,
444,1850016,3552,0.005045130474980756,0.625,0.9552238805970149,,,
445,1852904,3560,0.008877228959291703,0.625,0.9587628865979382,,,
446,1857072,3568,0.007609547508635763,0.5,0.9375,,,
447,1860152,3576,0.009026447248778623,0.375,0.9315068493150684,,,
448,1872064,3584,0.0029093170605572058,1.0,1.0,,,
449,1875272,3592,0.009191464966080733,0.625,0.9605263157894737,0.007574140656957667,0.625,0.9565217391304348
450,1880848,3600,0.00656767887731534,0.625,0.9552238805970149,,,
451,1891160,3608,0.0032458948340350962,0.875,0.9864864864864865,,,
452,1893920,3616,0.010376694524880247,0.5,0.9397590361445783,,,
453,1898728,3624,0.008057512109106591,0.375,0.8955223880597015,,,
454,1902960,3632,0.009018182710002022,0.75,0.9767441860465116,,,
455,1905336,3640,0.010787391610905583,0.375,0.9178082191780822,,,
456,1908544,3648,0.010007834043318665,0.625,0.9272727272727272,,,
457,1915464,3656,0.00525567386001098,0.375,0.9382716049382716,0.00880161925863396,0.75,0.9764705882352941
458,1917712,3664,0.007329631166817925,0.75,0.979381443298969,,,
459,1922008,3672,0.008288605870213185,0.625,0.9647058823529412,,,
460,1926496,3680,0.008357617464969297,0.5,0.9315068493150684,,,
461,1931752,3688,0.005855287924124377,0.75,0.9666666666666667,,,
462,1934960,3696,0.00891372650095669,0.375,0.9545454545454546,,,
463,1938424,3704,0.009974400170839566,0.875,0.9852941176470589,,,
464,1946368,3712,0.0053508293580273245,0.75,0.9811320754716981,,,
465,1948040,3720,0.009881934707816871,0.625,0.9523809523809523,0.0064882515959853795,0.75,0.9491525423728814
466,1952912,3728,0.007922603115952796,0.75,0.95,,,
467,1955480,3736,0.010271271464905788,0.5,0.9444444444444444,,,
468,1958368,3744,0.008398189172440552,0.75,0.978494623655914,,,
469,1961000,3752,0.008904568897207287,0.75,0.9753086419753086,,,
470,1965040,3760,0.0075587145994298974,0.625,0.9534883720930233,,,
471,1970488,3768,0.010108491492583046,0.625,0.9487179487179487,,,
472,1973312,3776,0.008679197478775841,0.875,0.9863013698630136,,,
473,1976008,3784,0.010430778935031351,0.75,0.9692307692307692,0.010409391887163912,0.75,0.9761904761904762
474,1978768,3792,0.009261230598157607,0.875,0.9859154929577465,,,
475,1984664,3800,0.004797559139749071,0.875,0.9908256880733946,,,
476,1990048,3808,0.007267790561991295,0.5,0.9285714285714286,,,
477,1993576,3816,0.007740385789363265,0.75,0.9692307692307692,,,
478,1998768,3824,0.0062328462761812,0.75,0.968421052631579,,,
479,2002936,3832,0.008945135087824994,0.375,0.918918918918919,,,
480,2006400,3840,0.008279082196665052,0.625,0.961038961038961,,,
481,2009480,3848,0.009670857741522184,0.625,0.9444444444444444,0.008029488275490021,0.5,0.9489795918367347
482,2013200,3856,0.009946241710125238,0.375,0.92,,,
483,2017816,3864,0.006130186477835016,0.625,0.958904109589041,,,
484,2021344,3872,0.009264149768372082,0.5,0.9452054794520548,,,
485,2024616,3880,0.007544804841344569,0.625,0.9571428571428572,,,
486,2028656,3888,0.007577367581229644,0.75,0.958904109589041,,,
487,2031864,3896,0.011231973925406006,0.375,0.9285714285714286,,,
488,2036736,3904,0.0072285508309754935,0.75,0.9726027397260274,,,
489,2044488,3912,0.00401238044779705,0.625,0.9482758620689655,0.0075803097805052615,0.5,0.9587628865979382
490,2049680,3920,0.006226219785465566,0.75,0.958904109589041,,,
491,2053464,3928,0.007087888239935825,0.625,0.9491525423728814,,,
492,2056352,3936,0.01056204632601641,0.75,0.9759036144578314,,,
493,2058408,3944,0.01192773819228222,0.5,0.9382716049382716,,,
494,2061552,3952,0.008331119159210773,0.625,0.956989247311828,,,
495,2065016,3960,0.006571101391330635,0.75,0.9701492537313433,,,
496,2067840,3968,0.010586886520499321,0.375,0.9411764705882353,,,
497,2072520,3976,0.007342330894360143,0.625,0.9605263157894737,0.012645866619283273,0.25,0.9318181818181818
498,2081744,3984,0.0047893752503492,0.375,0.9047619047619048,,,
499,2086104,3992,0.006973971169228658,0.375,0.918918918918919,,,
500,2088800,4000,0.008547149176081046,0.625,0.9529411764705882,,,
501,2098408,4008,0.0038957852896068673,0.625,0.95,,,
502,2101360,4016,0.006922757115578938,1.0,1.0,,,
503,2106232,4024,0.006711280394845267,0.75,0.9772727272727273,,,
504,2112576,4032,0.0057575884022916645,0.875,0.9868421052631579,,,
505,2118088,4040,0.005492639619612299,0.625,0.9365079365079365,0.007869878204674568,0.625,0.9365079365079365
506,2121936,4048,0.0059347365783153656,0.75,0.9761904761904762,,,
507,2124760,4056,0.007360026159090345,0.75,0.9736842105263158,,,
508,2129056,4064,0.008717682984568523,0.625,0.9152542372881356,,,
509,2132840,4072,0.009880143319272502,0.625,0.9615384615384616,,,
510,2147184,4080,0.0034191186092955863,0.375,0.9107142857142857,,,
511,2150712,4088,0.006664368874639823,0.875,0.9846153846153847,,,
512,2154368,4096,0.009426399917419856,0.25,0.8870967741935484,,,
513,2159048,4104,0.00945978192107936,0.5,0.9518072289156626,0.00660678312776097,0.5,0.9315068493150684
514,2164368,4112,0.005677051273101598,0.5,0.9264705882352942,,,
515,2167256,4120,0.010485560486383496,0.25,0.9135802469135802,,,
516,2171168,4128,0.00795691200636357,0.75,0.9482758620689655,,,
517,2176552,4136,0.007980248551736133,0.375,0.9016393442622951,,,
518,2179888,4144,0.00853142147188914,0.625,0.9605263157894737,,,
519,2183352,4152,0.009476663517784388,0.75,0.9772727272727273,,,
520,2188544,4160,0.009170954376658179,0.375,0.9315068493150684,,,
521,2192776,4168,0.006525968934999972,0.75,0.974025974025974,0.007365498516846028,0.75,0.9714285714285714
522,2196176,4176,0.008546377007823026,0.625,0.9647058823529412,,,
523,2198296,4184,0.011380993969350939,0.5,0.9272727272727272,,,
524,2203808,4192,0.006699027861667831,0.625,0.953125,,,
525,2210216,4200,0.0053710504874992845,0.625,0.9594594594594594,,,
526,2212848,4208,0.009748387606009101,0.5,0.9456521739130435,,,
527,2215736,4216,0.0076208967788233325,1.0,1.0,,,
528,2219840,4224,0.007718492890686929,0.75,0.9651162790697675,,,
529,2222536,4232,0.008106480804175418,0.75,0.9682539682539683,0.006236328211617516,0.75,0.9710144927536232
530,2224848,4240,0.008381139018955827,0.875,0.9875,,,
531,2227352,4248,0.011913213335320064,0.5,0.9298245614035088,,,
532,2231200,4256,0.0065337311224380875,0.75,0.963855421686747,,,
533,2238376,4264,0.004436038099830814,1.0,1.0,,,
534,2240880,4272,0.011643191097461258,0.5,0.9468085106382979,,,
535,2243768,4280,0.009824960474451142,0.5,0.9206349206349206,,,
536,2246592,4288,0.011735648098051098,0.75,0.971830985915493,,,
537,2250120,4296,0.010402750939633129,0.625,0.953125,0.008793029928783929,0.625,0.9565217391304348
538,2255760,4304,0.00609185566021589,0.75,0.971830985915493,,,
539,2259096,4312,0.009356952354353361,0.625,0.9594594594594594,,,
540,2262816,4320,0.010307218124739604,0.625,0.9411764705882353,,,
541,2266856,4328,0.008372392443999213,0.75,0.9651162790697675,,,
542,2269296,4336,0.011020088990063725,0.5,0.9411764705882353,,,
543,2277176,4344,0.0040249221674959704,0.75,0.9811320754716981,,,
544,2281472,4352,0.008236760985944072,0.5,0.9591836734693877,,,
545,2286408,4360,0.00840206943108985,0.625,0.9552238805970149,0.00746608390358767,0.625,0.9508196721311475
546,2289424,4368,0.00661153537383979,0.875,0.9866666666666667,,,
547,2292952,4376,0.010495378826448886,0.625,0.9428571428571428,,,
548,2296416,4384,0.009551524810178014,0.75,0.9634146341463414,,,
549,2298536,4392,0.00921109763087719,0.75,0.9682539682539683,,,
550,2302064,4400,0.00833675671008842,0.5,0.9375,,,
551,2305528,4408,0.007207933638695072,0.75,0.9666666666666667,,,
552,2307968,4416,0.010358290234811704,0.625,0.9466666666666667,,,
553,2310216,4424,0.010703168667055651,0.75,0.9680851063829787,0.0038936991895547595,0.75,0.9693877551020408
554,2313552,4432,0.0068732169840751275,1.0,1.0,,,
555,2317336,4440,0.006341094646208672,1.0,1.0,,,
556,2320160,4448,0.007745042290133604,0.75,0.9770114942528736,,,
557,2325544,4456,0.005947969716020203,0.75,0.9577464788732394,,,
558,2329008,4464,0.005339003848011694,0.875,0.9880952380952381,,,
559,2333560,4472,0.00727475737508876,0.5,0.9354838709677419,,,
560,2336896,4480,0.009442608202494932,0.625,0.9523809523809523,,,
561,2340936,4488,0.007288702447895924,0.875,0.9827586206896551,0.005122330852682698,0.75,0.9710144927536232
562,2344144,4496,0.0059232400558252825,0.875,0.9861111111111112,,,
563,2348440,4504,0.0063209348802501005,0.75,0.978021978021978,,,
564,2354144,4512,0.0067888116138677635,0.5,0.9375,,,
565,2356904,4520,0.00939154869398595,0.75,0.9661016949152542,,,
566,2363184,4528,0.006287606951259831,0.25,0.9166666666666666,,,
567,2365752,4536,0.010328508559884873,0.625,0.9625,,,
568,2369536,4544,0.007439129381020099,0.75,0.978494623655914,,,
569,2377544,4552,0.0042356617402124035,0.625,0.9333333333333333,0.008952779474784714,0.75,0.9746835443037974
570,2381072,4560,0.010115479258141604,0.375,0.9444444444444444,,,
571,2386392,4568,0.006707552663131946,0.625,0.975,,,
572,2388832,4576,0.01043713611522072,0.5,0.9375,,,
573,2393064,4584,0.007598858287028537,0.5,0.9342105263157895,,,
574,2395184,4592,0.01165237363884817,0.625,0.9605263157894737,,,
575,2397304,4600,0.010302037812996627,0.75,0.9710144927536232,,,
576,2401792,4608,0.006906404388331235,0.75,0.9764705882352941,,,
577,2406536,4616,0.0072476956474054445,0.875,0.971830985915493,0.009895349120043376,0.5,0.9428571428571428
578,2408976,4624,0.008286039327744209,0.75,0.9666666666666667,,,
579,2413080,4632,0.008601530607230325,0.5,0.9452054794520548,,,
580,2418848,4640,0.0048491125514229525,0.875,0.9882352941176471,,,
581,2423336,4648,0.007760001330481365,0.5,0.9466666666666667,,,
582,2427888,4656,0.005495396756786201,0.5,0.9545454545454546,,,
583,2431160,4664,0.009378672797283466,0.5,0.9397590361445783,,,
584,2435968,4672,0.00641466673978379,0.625,0.9629629629629629,,,
585,2439176,4680,0.008661378895571024,1.0,1.0,0.003968831880927821,0.5,0.9418604651162791
586,2443088,4688,0.006259876017825422,0.75,0.9789473684210527,,,
587,2450584,4696,0.0055234991533093785,0.625,0.9333333333333333,,,
588,2453856,4704,0.008687912814069556,0.5,0.9180327868852459,,,
589,2462248,4712,0.005216516514974454,0.375,0.9375,,,
590,2465776,4720,0.006874401929965036,1.0,1.0,,,
591,2468216,4728,0.008482100546744241,0.75,0.9661016949152542,,,
592,2472000,4736,0.005921279678409006,0.875,0.9848484848484849,,,
593,2474312,4744,0.010647894451919849,0.5,0.9384615384615385,0.008480603460162908,0.375,0.9444444444444444
594,2480080,4752,0.005910695203080857,0.75,0.975609756097561,,,
595,2483096,4760,0.007945846139481096,0.625,0.9662921348314607,,,
596,2488864,4768,0.007870457428850508,0.375,0.8928571428571429,,,
597,2495976,4776,0.0035928302922119096,1.0,1.0,,,
598,2501424,4784,0.0057824675463465005,0.75,0.9761904761904762,,,
599,2503544,4792,0.00927155128527121,0.875,0.9710144927536232,,,
600,2506112,4800,0.006626863921991373,0.75,0.9791666666666666,,,
601,2508936,4808,0.010817015667994732,0.5,0.8928571428571429,0.007439844185016963,0.625,0.9459459459459459
602,2512592,4816,0.007712938439828142,0.625,0.9577464788732394,,,
603,2515032,4824,0.009539283746750542,0.625,0.95,,,
604,2517536,4832,0.012095713325742281,0.5,0.9367088607594937,,,
605,2521064,4840,0.00928996088603372,0.5,0.9264705882352942,,,
606,2523504,4848,0.010730734892654303,0.75,0.9759036144578314,,,
607,2529208,4856,0.005594146564111227,0.625,0.9397590361445783,,,
608,2533056,4864,0.006922033828114352,0.875,0.9824561403508771,,,
609,2536264,4872,0.009109166924745166,0.875,0.9861111111111112,0.006523744870133691,1.0,1.0
610,2539216,4880,0.007441523482679759,0.875,0.9848484848484849,,,
611,2542616,4888,0.008619109946641975,0.625,0.9594594594594594,,,
612,2545824,4896,0.009173987297786741,0.5,0.9574468085106383,,,
613,2549032,4904,0.006802543499991348,0.875,0.9861111111111112,,,
614,2552432,4912,0.006989245838135398,0.625,0.9473684210526315,,,
615,2557048,4920,0.006998224095217246,0.75,0.9701492537313433,,,
616,2563008,4928,0.006894122867651827,0.625,0.9647058823529412,,,
617,2568456,4936,0.006259542558114288,0.75,0.9767441860465116,0.005716910142722355,0.75,0.9666666666666667
618,2571664,4944,0.008719882622727519,0.375,0.9333333333333333,,,
619,2576536,4952,0.00585426634482291,0.625,0.9571428571428572,,,
620,2582048,4960,0.006341389726780066,0.5,0.9,,,
621,2584936,4968,0.006364515525997112,1.0,1.0,,,
622,2587056,4976,0.010809448526058104,0.625,0.9545454545454546,,,
623,2589432,4984,0.010724240133933558,0.75,0.9764705882352941,,,
624,2593728,4992,0.008397475535161271,0.5,0.9397590361445783,,,
625,2597448,5000,0.007214800140983332,0.625,0.9642857142857143,0.009510732632552255,0.625,0.9473684210526315
626,2600272,5008,0.010835908603929903,0.5,0.9230769230769231,,,
627,2603736,5016,0.007919463500484246,0.375,0.9382716049382716,,,
628,2606560,5024,0.010226547323814113,0.625,0.9659090909090909,,,
629,2608488,5032,0.010450363426084712,0.75,0.9767441860465116,,,
630,2612336,5040,0.00956295367376316,0.5,0.9534883720930233,,,
631,2615864,5048,0.0059849220258112274,0.625,0.95,,,
632,2620160,5056,0.0069362222820827275,0.625,0.9491525423728814,,,
633,2623560,5064,0.006253962895128479,0.875,0.9907407407407407,0.0044198334385219295,0.625,0.9420289855072463
634,2627856,5072,0.008238884552843209,0.625,0.9436619718309859,,,
635,2630744,5080,0.008973158144271472,0.75,0.9672131147540983,,,
636,2633504,5088,0.00951563693646933,0.625,0.967741935483871,,,
637,2636712,5096,0.009299800938229052,0.625,0.9491525423728814,,,
638,2644080,5104,0.004313184019804844,0.75,0.975609756097561,,,
639,2646840,5112,0.008330011612700269,0.625,0.958904109589041,,,
640,2650880,5120,0.0070411601770622,0.875,0.9824561403508771,,,
641,2653640,5128,0.007767025786209885,1.0,1.0,0.008149965719752085,0.625,0.9595959595959596
642,2658256,5136,0.008618203297503672,0.5,0.9428571428571428,,,
643,2660568,5144,0.012274872151114708,0.5,0.9452054794520548,,,
644,2663456,5152,0.00883403757809618,0.875,0.9726027397260274,,,
645,2666728,5160,0.0075136904729536606,1.0,1.0,,,
646,2670320,5168,0.008691125708173196,0.5,0.9384615384615385,,,
647,2672632,5176,0.008737937330416636,0.875,0.9893617021276596,,,
648,2676160,5184,0.008904144336685071,0.625,0.9436619718309859,,,
649,2683144,5192,0.003757941746718919,0.75,0.9759036144578314,0.007667324573789229,0.75,0.9726027397260274
650,2688784,5200,0.005639248010102144,1.0,1.0,,,
651,2690392,5208,0.012941827312670138,0.5,0.9264705882352942,,,
652,2694560,5216,0.005910627742422342,0.875,0.9878048780487805,,,
653,2699432,5224,0.005614154208047782,0.75,0.9761904761904762,,,
654,2702576,5232,0.008693669735672005,0.625,0.9577464788732394,,,
655,2708472,5240,0.005161323057254841,0.875,0.9873417721518988,,,
656,2712640,5248,0.006606256354378032,0.75,0.96,,,
657,2721096,5256,0.003702403633474764,0.875,0.9894736842105263,0.0065909037198401315,0.375,0.9206349206349206
658,2724432,5264,0.007272723245323224,0.875,0.9722222222222222,,,
659,2729688,5272,0.005294049331498659,1.0,1.0,,,
660,2732256,5280,0.009531756259625199,0.75,0.972972972972973,,,
661,2735144,5288,0.008052481261574108,0.625,0.9436619718309859,,,
662,2737648,5296,0.011084084930819787,0.75,0.9516129032258065,,,
663,2740152,5304,0.0068196234268353,0.875,0.9827586206896551,,,
664,2745216,5312,0.005112075822474473,1.0,1.0,,,
665,2750728,5320,0.006402410118272728,0.625,0.9577464788732394,0.013827729273267387,0.375,0.9411764705882353
666,2753616,5328,0.007651253450509233,0.75,0.971830985915493,,,
667,2759064,5336,0.00433152204554217,0.75,0.9764705882352941,,,
668,2766176,5344,0.004565780930612845,0.75,0.978021978021978,,,
669,2773160,5352,0.0066251919162767185,0.625,0.9367088607594937,,,
670,2776048,5360,0.007386981452359316,0.875,0.9878048780487805,,,
671,2779384,5368,0.007841761487288547,0.5,0.9523809523809523,,,
672,2783040,5376,0.006036396092599818,0.875,0.9878048780487805,,,
673,2787144,5384,0.00594309581396885,0.75,0.971830985915493,0.010369978343685752,0.625,0.9493670886075949
674,2790160,5392,0.00959061926635967,0.625,0.9615384615384616,,,
675,2804504,5400,0.0040193866887261375,0.625,0.9487179487179487,,,
676,2807584,5408,0.006045545291610541,0.625,0.9571428571428572,,,
677,2810536,5416,0.008976662611428618,0.625,0.9655172413793104,,,
678,2812848,5424,0.009953855526129948,0.625,0.9565217391304348,,,
679,2817336,5432,0.008342649428896204,0.875,0.9883720930232558,,,
680,2819200,5440,0.013028685138802147,0.375,0.9178082191780822,,,
681,2822984,5448,0.0086231645125639,0.75,0.9782608695652174,0.0068465357877518455,0.75,0.9753086419753086
682,2828176,5456,0.00633131584111243,0.875,0.9916666666666667,,,
683,2831320,5464,0.007634014569631552,0.875,0.9891304347826086,,,
684,2835232,5472,0.007157478837581664,0.625,0.9655172413793104,,,
685,2838440,5480,0.006764609419292757,1.0,1.0,,,
686,2843952,5488,0.007193653262286247,0.625,0.9436619718309859,,,
687,2849144,5496,0.006800895855778243,0.75,0.9759036144578314,,,
688,2853632,5504,0.006342913849102235,0.875,0.9705882352941176,,,
689,2859080,5512,0.004812636132813751,0.875,0.9682539682539683,0.006364116353876699,0.75,0.9743589743589743
690,2861584,5520,0.007437838504664293,0.875,0.9871794871794872,,,
691,2867928,5528,0.00552611479126268,0.5,0.9382716049382716,,,
692,2872672,5536,0.006468520203803489,0.5,0.9152542372881356,,,
693,2877224,5544,0.005682800643527762,0.875,0.9897959183673469,,,
694,2879664,5552,0.007743845490750277,0.875,0.9901960784313726,,,
695,2883576,5560,0.00528581044626207,0.875,0.9880952380952381,,,
696,2886464,5568,0.007992932928859834,0.625,0.961038961038961,,,
697,2892104,5576,0.006457626170762425,0.5,0.9090909090909091,0.00602828005107973,0.5,0.9452054794520548
698,2894736,5584,0.009637564032842256,0.625,0.9560439560439561,,,
699,2903384,5592,0.00480869979046261,0.625,0.9452054794520548,,,
700,2911584,5600,0.0037874797292452985,0.75,0.9629629629629629,,,
701,2926888,5608,0.003523398173192219,0.375,0.918918918918919,,,
702,2930096,5616,0.009142959689031244,0.625,0.9550561797752809,,,
703,2934648,5624,0.0066339175965461645,0.875,0.9907407407407407,,,
704,2938560,5632,0.007608903191655366,0.625,0.9322033898305084,,,
705,2941384,5640,0.008483853648177173,0.625,0.9647058823529412,0.006485894928150922,0.75,0.9577464788732394
706,2945872,5648,0.006202752650102093,0.875,0.9882352941176471,,,
707,2950424,5656,0.0062053133034025805,0.625,0.968421052631579,,,
708,2953632,5664,0.008216691083792665,0.875,0.9864864864864865,,,
709,2956072,5672,0.009840433717350808,1.0,1.0,,,
710,2963056,5680,0.007237612218974559,0.5,0.9452054794520548,,,
711,2968760,5688,0.006283886799274708,0.5,0.9428571428571428,,,
712,2971648,5696,0.006894645913676444,0.875,0.987012987012987,,,
713,2977416,5704,0.006058514104418533,0.5,0.9242424242424242,0.00802028990071296,0.75,0.9578947368421052
714,2981200,5712,0.006733719773097434,0.875,0.9876543209876543,,,
715,2984536,5720,0.006581755471628985,0.875,0.9833333333333333,,,
716,2988768,5728,0.00648810373907585,0.75,0.9710144927536232,,,
717,2995048,5736,0.004278218228354365,0.625,0.9647058823529412,,,
718,2997744,5744,0.009534914334022069,0.75,0.9733333333333334,,,
719,3003832,5752,0.005170300056586386,0.75,0.9705882352941176,,,
720,3007488,5760,0.00648083293926046,0.625,0.9558823529411765,,,
721,3012552,5768,0.006913767035927962,0.375,0.918918918918919,0.004982851157118547,0.75,0.9629629629629629
722,3015760,5776,0.00872516130324661,0.75,0.9813084112149533,,,
723,3020120,5784,0.005021795710886349,0.875,0.9876543209876543,,,
724,3023072,5792,0.00772956866176514,0.75,0.9733333333333334,,,
725,3025320,5800,0.008881503836318793,0.625,0.9625,,,
726,3031536,5808,0.005819434944330958,0.75,0.974025974025974,,,
727,3034552,5816,0.0071142100864720285,0.75,0.972972972972973,,,
728,3036800,5824,0.010059253436896986,0.75,0.971830985915493,,,
729,3039496,5832,0.008287499228761144,0.625,0.9491525423728814,0.008172827525522541,0.375,0.945054945054945
730,3043536,5840,0.0050899470901057745,0.875,0.9841269841269841,,,
731,3047128,5848,0.008095617971438169,0.75,0.9791666666666666,,,
732,3050720,5856,0.006919176405481449,0.75,0.979381443298969,,,
733,3053544,5864,0.008230239476138096,0.875,0.9880952380952381,,,
734,3059632,5872,0.005339957144699046,0.5,0.9514563106796117,,,
735,3063096,5880,0.006524876087332593,0.75,0.974025974025974,,,
736,3065216,5888,0.006680848836770573,1.0,1.0,,,
737,3068808,5896,0.008263275471623883,0.75,0.9722222222222222,0.006187446942345294,0.875,0.9848484848484849
738,3070608,5904,0.014085521123088526,0.625,0.9473684210526315,,,
739,3077720,5912,0.0041480161741327005,0.875,0.9896907216494846,,,
740,3081440,5920,0.008960911881512261,0.375,0.9016393442622951,,,
741,3083944,5928,0.007936275072303323,0.75,0.9690721649484536,,,
742,3086576,5936,0.009806016378086393,0.625,0.9354838709677419,,,
743,3092920,5944,0.005655565019554139,0.5,0.9411764705882353,,,
744,3096000,5952,0.009652668944051273,0.5,0.9428571428571428,,,
745,3099336,5960,0.00726669729971074,0.625,0.958904109589041,0.012359778226624216,0.375,0.9397590361445783
746,3101968,5968,0.008571095414840479,0.75,0.9736842105263158,,,
747,3110040,5976,0.004127071814393236,0.625,0.9491525423728814,,,
748,3112928,5984,0.00930499554063392,0.875,0.9833333333333333,,,
749,3115944,5992,0.009649935419223517,0.875,0.9863013698630136,,,
750,3118576,6000,0.00882124467891782,0.75,0.9692307692307692,,,
751,3121976,6008,0.006909672259892691,0.75,0.9733333333333334,,,
752,3125248,6016,0.00910554934851861,0.375,0.9294117647058824,,,
753,3129608,6024,0.006797281709254049,0.625,0.956989247311828,0.008709544689327001,0.875,0.9888888888888889
754,3131984,6032,0.010608802624420608,0.625,0.935064935064935,,,
755,3135448,6040,0.010528290735422887,0.5,0.9529411764705882,,,
756,3138144,6048,0.00523807362552967,0.75,0.9661016949152542,,,
757,3142248,6056,0.00786342660816495,0.75,0.963855421686747,,,
758,3146800,6064,0.0073905629129343954,0.5,0.9354838709677419,,,
759,3152056,6072,0.004745990976976756,0.5,0.9315068493150684,,,
760,3156096,6080,0.008431207364972364,0.625,0.9571428571428572,,,
761,3158984,6088,0.009580313846648572,0.5,0.9375,0.009117590139711498,0.75,0.967741935483871
762,3162704,6096,0.005332793342925265,0.875,0.989247311827957,,,
763,3165336,6104,0.008011227562742553,0.625,0.9583333333333334,,,
764,3170464,6112,0.006079318977669211,0.75,0.9726027397260274,,,
765,3173288,6120,0.008185360601618948,0.375,0.9484536082474226,,,
766,3177776,6128,0.005988812989427552,0.75,0.975609756097561,,,
767,3179960,6136,0.008235360324168084,0.625,0.958904109589041,,,
768,3183040,6144,0.010249904827086263,0.25,0.9285714285714286,,,
769,3188040,6152,0.006999191096257111,0.75,0.9714285714285714,0.006713494118437783,1.0,1.0
770,3191568,6160,0.00933790514746205,0.75,0.9620253164556962,,,
771,3194008,6168,0.007284166827941314,0.75,0.972972972972973,,,
772,3196512,6176,0.007023650212964929,1.0,1.0,,,
773,3199848,6184,0.005356390603979682,0.75,0.958904109589041,,,
774,3206512,6192,0.005457349263575417,0.375,0.9264705882352942,,,
775,3209528,6200,0.008510626161124798,0.75,0.971830985915493,,,
776,3215360,6208,0.005571750489692031,0.625,0.968421052631579,,,
