step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
113,563464,904,0.009063401996824176,0.375,0.9305555555555556,0.009996408519108217,0.75,0.9705882352941176
114,568400,912,0.010430993098994359,0.375,0.927710843373494,,,
115,573272,920,0.007977220353712771,0.5,0.9210526315789473,,,
116,576992,928,0.010955230182251622,0.25,0.9014084507042254,,,
117,580200,936,0.008902774962330513,0.375,0.9240506329113924,,,
118,583728,944,0.010795210920876553,0.75,0.9705882352941176,,,
119,587192,952,0.011996619050260922,0.375,0.9339622641509434,,,
120,592448,960,0.00657533268443327,0.75,0.9583333333333334,,,
121,597576,968,0.0076985430625834865,0.5,0.9587628865979382,0.004908867262898424,0.625,0.9583333333333334
122,604176,976,0.0064496655850166135,0.5,0.9285714285714286,,,
123,607960,984,0.007740077157719392,0.75,0.9647058823529412,,,
124,612448,992,0.007841249154570016,0.375,0.9166666666666666,,,
125,615848,1000,0.010315994553705757,0.5,0.9146341463414634,,,
126,619952,1008,0.007418888756738226,0.625,0.927536231884058,,,
127,625656,1016,0.008708260877493513,0.0,0.855072463768116,,,
128,630016,1024,0.00920073114826965,0.5,0.9404761904761905,,,
129,634760,1032,0.0068720716538387345,0.75,0.96,0.007524034231852295,0.625,0.9506172839506173
130,638672,1040,0.00858813996142249,0.625,0.9428571428571428,,,
131,645848,1048,0.006387731716112012,0.25,0.8852459016393442,,,
132,650464,1056,0.007032329863469165,0.75,0.9787234042553191,,,
133,660840,1064,0.004510003062996738,0.625,0.9565217391304348,,,
134,666992,1072,0.006164639878882509,0.5,0.9523809523809523,,,
135,672632,1080,0.007255770686624238,0.375,0.9142857142857143,,,
136,677376,1088,0.008229374866202207,0.125,0.8701298701298701,,,
137,683336,1096,0.00843888500900526,0.125,0.9,0.010510300324232912,0.375,0.9418604651162791
138,686544,1104,0.009527890390217333,0.25,0.8928571428571429,,,
139,690648,1112,0.011131810493690407,0.25,0.9191919191919192,,,
140,694112,1120,0.008877207466786255,0.5,0.9354838709677419,,,
141,697768,1128,0.007889663899237285,0.75,0.9696969696969697,,,
142,702960,1136,0.008042411464989508,0.5,0.9466666666666667,,,
143,714424,1144,0.004350868661207734,0.25,0.9195402298850575,,,
144,718912,1152,0.009894399307492604,0.375,0.92,,,
145,723208,1160,0.008573081145980889,0.5,0.9305555555555556,0.010027513112047151,0.625,0.9420289855072463
146,730832,1168,0.005867345465317468,0.375,0.9041095890410958,,,
147,734168,1176,0.008809555343298416,0.75,0.9615384615384616,,,
148,743968,1184,0.004723484748528222,0.5,0.9523809523809523,,,
149,747752,1192,0.007303269420841739,0.375,0.926829268292683,,,
150,754096,1200,0.008379474577302997,0.5,0.921875,,,
151,756984,1208,0.009648383568658037,0.75,0.9811320754716981,,,
152,764032,1216,0.0065408166020201495,0.5,0.918918918918919,,,
153,767176,1224,0.009465661415864074,0.5,0.9178082191780822,0.010806480100880714,0.5,0.927536231884058
154,771024,1232,0.011062103268624042,0.125,0.8166666666666667,,,
155,775896,1240,0.007097092785608469,0.5,0.927710843373494,,,
156,781536,1248,0.007219947625593009,0.75,0.9772727272727273,,,
157,785960,1256,0.010240761615373352,0.5,0.9565217391304348,,,
158,793584,1264,0.0065181114702115555,0.5,0.9523809523809523,,,
159,799096,1272,0.005260536743482884,0.625,0.9620253164556962,,,
160,803392,1280,0.007921900336224785,0.625,0.9574468085106383,,,
161,807624,1288,0.009613436467123038,0.5,0.9298245614035088,0.008500569082017618,0.5,0.9230769230769231
162,811152,1296,0.009355778148551175,0.5,0.9459459459459459,,,
163,817688,1304,0.006859593253537501,0.75,0.9558823529411765,,,
164,823392,1312,0.00969899418919344,0.375,0.8783783783783784,,,
165,829928,1320,0.007129969970751102,0.125,0.8666666666666667,,,
166,832752,1328,0.010330552160165757,0.5,0.9411764705882353,,,
167,837304,1336,0.007593671459000224,0.5,0.9242424242424242,,,
168,840896,1344,0.008255317726548932,0.875,0.9878048780487805,,,
169,848392,1352,0.005815663088553763,0.375,0.9166666666666666,0.01070065167080186,0.375,0.9146341463414634
170,852752,1360,0.008701195647843116,0.625,0.9493670886075949,,,
171,858392,1368,0.007641514891018084,0.75,0.9726027397260274,,,
172,867232,1376,0.004828198219523711,0.5,0.9390243902439024,,,
173,870824,1384,0.007926014602648931,0.875,0.979381443298969,,,
174,874224,1392,0.01020659969748603,0.5,0.9047619047619048,,,
175,882040,1400,0.006792572827736954,0.5,0.9428571428571428,,,
176,888448,1408,0.004937345023347356,0.75,0.9726027397260274,,,
177,893832,1416,0.007154193523452891,0.5,0.9152542372881356,0.005858714865926555,0.625,0.9571428571428572
178,898128,1424,0.008046702810436224,0.625,0.9436619718309859,,,
179,906584,1432,0.004877955169985079,0.75,0.972972972972973,,,
180,912928,1440,0.005949972127169426,0.625,0.9594594594594594,,,
181,917224,1448,0.00731917944836881,0.5,0.9436619718309859,,,
182,921520,1456,0.005815830241231116,0.625,0.9571428571428572,,,
183,925816,1464,0.007475897629242304,0.75,0.96875,,,
184,929920,1472,0.008174151585737494,0.375,0.9305555555555556,,,
185,943688,1480,0.0037766458816794945,0.625,0.9452054794520548,0.00503085653140732,0.75,0.975609756097561
186,949840,1488,0.0045794609055252004,0.875,0.9827586206896551,,,
187,956440,1496,0.005141190850330268,0.5,0.9560439560439561,,,
188,964768,1504,0.0037126949500994656,0.875,0.9878048780487805,,,
189,969064,1512,0.009003107617733314,0.375,0.9479166666666666,,,
190,973296,1520,0.008717229360666798,0.5,0.9375,,,
191,978872,1528,0.006745283702545975,0.625,0.9565217391304348,,,
192,982848,1536,0.008340765389506925,0.75,0.96875,,,
193,989000,1544,0.007960852394492231,0.375,0.9125,0.007511666921422269,0.625,0.9719626168224299
194,993552,1552,0.007528169396375055,0.5,0.9358974358974359,,,
195,996568,1560,0.010016054145801284,0.625,0.963855421686747,,,
196,1002656,1568,0.008275608328184384,0.375,0.9041095890410958,,,
197,1009128,1576,0.005720786298712097,0.5,0.9545454545454546,,,
198,1011952,1584,0.006567701172342321,0.625,0.9491525423728814,,,
199,1016184,1592,0.010102768978032455,0.5,0.9137931034482759,,,
200,1020032,1600,0.009282683196197832,0.375,0.927536231884058,,,
201,1028872,1608,0.005237169538651904,0.375,0.9528301886792453,0.010830575479133788,0.5,0.9315068493150684
202,1033168,1616,0.0061672749769175784,0.875,0.9907407407407407,,,
203,1038552,1624,0.007629458158983825,0.375,0.9302325581395349,,,
204,1042336,1632,0.008165325733137229,0.625,0.9634146341463414,,,
205,1048552,1640,0.006350039970956709,0.5,0.9523809523809523,,,
206,1051888,1648,0.007820767414251974,0.875,0.9893617021276596,,,
207,1055416,1656,0.006142524763956029,0.625,0.9634146341463414,,,
208,1065024,1664,0.004379655726126178,0.375,0.9375,,,
209,1069000,1672,0.009117301406537878,0.5,0.9315068493150684,0.005997318586420637,0.625,0.948051948051948
210,1074192,1680,0.006312155739722264,0.5,0.9411764705882353,,,
211,1078360,1688,0.007618315692808961,0.5,0.9397590361445783,,,
212,1082848,1696,0.008583212081128047,0.75,0.9736842105263158,,,
213,1086824,1704,0.006213963907996808,1.0,1.0,,,
214,1091120,1712,0.008888877409145535,0.375,0.9381443298969072,,,
215,1095928,1720,0.006207469819626985,0.625,0.9552238805970149,,,
216,1100608,1728,0.008787114270474952,0.25,0.9375,,,
217,1104392,1736,0.008490157864850105,0.625,0.9540229885057471,0.008144039352980352,0.5,0.9411764705882353
218,1110416,1744,0.006956652195582009,0.375,0.9032258064516129,,,
219,1118872,1752,0.004994765163631369,1.0,1.0,,,
220,1124320,1760,0.005634644165447492,0.75,0.9736842105263158,,,
221,1127976,1768,0.008734773980815467,0.625,0.9342105263157895,,,
222,1132272,1776,0.006813409835825321,0.875,0.9885057471264368,,,
223,1135992,1784,0.010043857680512488,0.375,0.9142857142857143,,,
224,1141056,1792,0.007068850948322186,0.5,0.9466666666666667,,,
225,1149064,1800,0.005238729244385236,0.375,0.9342105263157895,0.0067592026862940855,0.5,0.9487179487179487
226,1154832,1808,0.006842783140205406,0.625,0.9368421052631579,,,
227,1159000,1816,0.009195222798274196,0.625,0.96,,,
228,1163680,1824,0.006315984792827193,0.625,0.9512195121951219,,,
229,1167208,1832,0.010067713191101429,0.625,0.9565217391304348,,,
230,1171760,1840,0.00788000355997747,0.75,0.9714285714285714,,,
231,1175736,1848,0.009503985680536568,0.25,0.9166666666666666,,,
232,1180800,1856,0.00769687436047781,0.5,0.9493670886075949,,,
233,1184840,1864,0.007749092479491921,0.75,0.98,0.007798588875518581,0.625,0.9620253164556962
234,1189008,1872,0.007482577771166042,0.375,0.9302325581395349,,,
235,1196504,1880,0.004304120605363153,0.75,0.9620253164556962,,,
236,1200224,1888,0.00874517458790884,0.625,0.9431818181818182,,,
237,1204392,1896,0.0062326111599036015,0.625,0.9438202247191011,,,
238,1208432,1904,0.009379965503799473,0.75,0.9402985074626866,,,
239,1212344,1912,0.007311156047502734,0.875,0.989247311827957,,,
240,1216448,1920,0.007949800188122675,0.75,0.9508196721311475,,,
241,1220808,1928,0.007192533896888701,0.625,0.9615384615384616,0.006597209746255559,0.75,0.9787234042553191
242,1226320,1936,0.007207231431641428,0.625,0.9242424242424242,,,
243,1229464,1944,0.00998538685960896,0.375,0.9404761904761905,,,
244,1233888,1952,0.008269579203380463,0.5,0.9444444444444444,,,
245,1238376,1960,0.004727492763131843,0.875,0.9893617021276596,,,
246,1241264,1968,0.00832919359823068,0.625,0.9594594594594594,,,
247,1254648,1976,0.003623684291791704,0.75,0.9672131147540983,,,
248,1258176,1984,0.008304935263115884,0.75,0.96875,,,
249,1265032,1992,0.00716457542033341,0.375,0.9193548387096774,0.008616368236297117,0.625,0.9615384615384616
250,1270032,2000,0.008484054371036333,0.5,0.8947368421052632,,,
251,1275544,2008,0.006977681982483134,0.5,0.9285714285714286,,,
252,1281312,2016,0.007175499733623815,0.625,0.958904109589041,,,
253,1284776,2024,0.007977371091812709,0.75,0.9655172413793104,,,
254,1288496,2032,0.009023944098483136,0.375,0.9066666666666666,,,
255,1292472,2040,0.00851109686233968,0.75,0.975,,,
256,1296896,2048,0.007525850536239623,0.625,0.95,,,
257,1304136,2056,0.005442071806273481,0.5,0.9574468085106383,0.006201678001876003,0.625,0.9605263157894737
258,1307792,2064,0.007059082384802231,0.5,0.9537037037037037,,,
259,1316952,2072,0.003885405633296836,0.5,0.9411764705882353,,,
260,1321696,2080,0.006103464365775345,0.625,0.958904109589041,,,
261,1325224,2088,0.008648323048744813,0.5,0.9180327868852459,,,
262,1330032,2096,0.006585081534430182,0.625,0.9615384615384616,,,
263,1333624,2104,0.009847225920543653,0.5,0.9295774647887324,,,
264,1338496,2112,0.008460361658207963,0.375,0.9285714285714286,,,
265,1341896,2120,0.010937142902346141,0.375,0.927710843373494,0.006851804523064026,0.75,0.9491525423728814
266,1348048,2128,0.005429793133591164,0.5,0.9130434782608695,,,
267,1351512,2136,0.008199839693347546,0.75,0.961038961038961,,,
268,1357152,2144,0.005941690714804424,0.5,0.9459459459459459,,,
269,1360744,2152,0.006927745383610121,0.875,0.9878048780487805,,,
270,1368176,2160,0.006551639074528028,0.75,0.9523809523809523,,,
271,1371384,2168,0.006938397928050399,0.75,0.9672131147540983,,,
272,1377152,2176,0.007835270902051933,0.75,0.9811320754716981,,,
273,1379976,2184,0.008389511472212284,0.75,0.967741935483871,0.008565130628489601,0.375,0.9166666666666666
274,1384592,2192,0.00855967079864409,0.625,0.9634146341463414,,,
275,1389016,2200,0.005790743004645528,0.875,0.9876543209876543,,,
276,1393184,2208,0.00824599177455468,0.375,0.9285714285714286,,,
277,1400616,2216,0.0064506862174859535,0.375,0.9130434782608695,,,
278,1404272,2224,0.007591419217976018,0.5,0.9473684210526315,,,
279,1408440,2232,0.0072285277313466996,0.75,0.9672131147540983,,,
280,1412672,2240,0.007802087224515145,0.375,0.927536231884058,,,
281,1416648,2248,0.008039150374860993,0.375,0.9333333333333333,0.004405476517378362,0.5,0.9333333333333333
282,1422416,2256,0.006466567312617639,0.625,0.9508196721311475,,,
283,1429400,2264,0.006102461086524483,0.375,0.9176470588235294,,,
284,1433056,2272,0.00845136012709265,0.375,0.9375,,,
285,1436968,2280,0.0068613248431151274,0.75,0.963855421686747,,,
286,1441712,2288,0.007115740873089035,0.375,0.9333333333333333,,,
287,1445752,2296,0.009915843515509525,0.25,0.9,,,
288,1450624,2304,0.006879046450788639,0.625,0.9577464788732394,,,
289,1454856,2312,0.008350784723907578,0.5,0.9333333333333333,0.006177915812374627,0.875,0.9866666666666667
290,1459792,2320,0.006726107899013701,0.75,0.9797979797979798,,,
291,1463832,2328,0.007840623955629221,0.625,0.961038961038961,,,
292,1468128,2336,0.006930001252519757,0.75,0.9777777777777777,,,
293,1471848,2344,0.006800490202930372,0.75,0.9545454545454546,,,
294,1481648,2352,0.003838700552097207,0.625,0.9523809523809523,,,
295,1485880,2360,0.008599632820889115,0.75,0.9722222222222222,,,
296,1492864,2368,0.005632985107096155,0.625,0.970873786407767,,,
297,1498184,2376,0.008550061703219768,0.375,0.9285714285714286,0.008016199624491923,0.5,0.9166666666666666
298,1501968,2384,0.008812104387507038,0.75,0.975,,,
299,1504856,2392,0.00812139358337859,0.625,0.9625,,,
300,1509664,2400,0.007647780824988515,0.375,0.9076923076923077,,,
301,1513512,2408,0.008002456666609313,0.625,0.95,,,
302,1517552,2416,0.008836484894974963,0.625,0.9615384615384616,,,
303,1520888,2424,0.008161308007400737,0.25,0.925,,,
304,1525184,2432,0.007529568930388528,0.625,0.9473684210526315,,,
305,1529416,2440,0.008066321816840222,0.875,0.9661016949152542,0.006559938292906776,0.875,0.9863013698630136
306,1533520,2448,0.006400742158251337,0.875,0.9852941176470589,,,
307,1537240,2456,0.006586911700017965,0.875,0.9864864864864865,,,
308,1540704,2464,0.009482422212650865,0.5,0.8947368421052632,,,
309,1545000,2472,0.005157470796833868,0.875,0.9868421052631579,,,
310,1548080,2480,0.007641955404905008,0.5,0.9324324324324325,,,
311,1555384,2488,0.004563223423774364,0.375,0.9333333333333333,,,
312,1558848,2496,0.011826129784788097,0.5,0.8833333333333333,,,
313,1563336,2504,0.007012692041073278,0.5,0.9523809523809523,0.0034618404101762162,0.75,0.96875
314,1567824,2512,0.005572119953523192,0.75,0.975609756097561,,,
315,1579416,2520,0.0046434228907950076,0.625,0.9558823529411765,,,
316,1584416,2528,0.007765395818196672,0.375,0.9180327868852459,,,
317,1587816,2536,0.006715039450490874,0.75,0.9672131147540983,,,
318,1599920,2544,0.003783501805841947,0.75,0.9722222222222222,,,
319,1605816,2552,0.006618491178075038,0.625,0.9583333333333334,,,
320,1608896,2560,0.011752637230873024,0.5,0.9285714285714286,,,
321,1615560,2568,0.00677692033361009,0.625,0.9571428571428572,0.011106349011664697,0.5,0.9152542372881356
322,1620944,2576,0.00851626961256977,0.125,0.8953488372093024,,,
323,1627736,2584,0.004859055219829632,0.75,0.975,,,
324,1633440,2592,0.006865441411978039,0.625,0.9529411764705882,,,
325,1637608,2600,0.006860721314127101,0.625,0.9402985074626866,,,
326,1641520,2608,0.008730391597768252,0.5,0.9107142857142857,,,
327,1648568,2616,0.004811641416491966,0.5,0.9534883720930233,,,
328,1653120,2624,0.007920003253729444,0.375,0.8571428571428571,,,
329,1659848,2632,0.005383620223617209,0.75,0.9682539682539683,0.005594167952901075,0.625,0.9473684210526315
330,1663568,2640,0.008602180495235385,0.625,0.9444444444444444,,,
331,1667608,2648,0.0056285879901763845,0.875,0.9850746268656716,,,
332,1672672,2656,0.008491286466630905,0.25,0.8947368421052632,,,
333,1677736,2664,0.006943816774227482,0.5,0.9178082191780822,,,
334,1682352,2672,0.007114533861964357,0.625,0.96,,,
335,1685560,2680,0.006813768461662648,0.875,0.9882352941176471,,,
336,1690432,2688,0.007559244542760319,0.75,0.9791666666666666,,,
337,1694408,2696,0.010376673977665835,0.25,0.8833333333333333,0.006537257186157518,0.75,0.9655172413793104
338,1697808,2704,0.009657398712622287,0.625,0.9444444444444444,,,
339,1706072,2712,0.004633657475264672,0.625,0.9506172839506173,,,
340,1711712,2720,0.0061453623421674234,0.75,0.96875,,,
341,1718504,2728,0.007244928529848628,0.125,0.875,,,
342,1721072,2736,0.009582210239454093,0.625,0.9615384615384616,,,
343,1725752,2744,0.007943256217481924,0.375,0.9361702127659575,,,
344,1730368,2752,0.006870603889589552,0.75,0.9682539682539683,,,
345,1734984,2760,0.007484161608327183,0.5,0.9180327868852459,0.007595847117721411,0.625,0.9482758620689655
346,1738704,2768,0.00732926601957663,0.625,0.9634146341463414,,,
347,1742680,2776,0.006179310650090985,0.625,0.9487179487179487,,,
348,1746784,2784,0.008507930212282295,0.5,0.9310344827586207,,,
349,1751912,2792,0.006543900936766508,0.625,0.9615384615384616,,,
350,1757680,2800,0.005793409309602547,0.5,0.9305555555555556,,,
351,1763768,2808,0.006728617284533759,0.625,0.9310344827586207,,,
352,1769920,2816,0.00622800060260723,0.5,0.9436619718309859,,,
353,1776968,2824,0.004120384097501553,0.75,0.9736842105263158,0.00673570943436459,0.5,0.9607843137254902
354,1781200,2832,0.008337781359035193,0.125,0.8955223880597015,,,
355,1785112,2840,0.0071236459575314175,0.75,0.975,,,
356,1790560,2848,0.006227865489203399,0.5,0.9295774647887324,,,
357,1799784,2856,0.004359447232314705,0.375,0.9310344827586207,,,
358,1803632,2864,0.009213837450273427,0.5,0.8909090909090909,,,
359,1807928,2872,0.007030033451135179,0.375,0.9439252336448598,,,
360,1812864,2880,0.006220501727012645,0.625,0.9523809523809523,,,
361,1817544,2888,0.006789184800340718,0.875,0.9857142857142858,0.00752420980870129,0.875,0.98989898989899
362,1822224,2896,0.006994756467276606,0.875,0.9836065573770492,,,
363,1826136,2904,0.008190981326022542,0.375,0.9193548387096774,,,
364,1830048,2912,0.006132081840648001,0.75,0.9666666666666667,,,
365,1835048,2920,0.004647752392480173,1.0,1.0,,,
366,1839024,2928,0.006900296829660689,0.5,0.9315068493150684,,,
367,1844536,2936,0.005141229110002755,0.875,0.9863013698630136,,,
368,1849088,2944,0.007792991494400825,0.5,0.9322033898305084,,,
369,1854408,2952,0.005082911381529273,0.625,0.9473684210526315,0.006025747052418484,0.5,0.9578947368421052
370,1864272,2960,0.0049469715479010705,0.125,0.8928571428571429,,,
371,1867608,2968,0.01022462715698229,0.25,0.9117647058823529,,,
372,1870752,2976,0.008594551745586345,0.625,0.9565217391304348,,,
373,1876648,2984,0.007002305295567226,0.625,0.9365079365079365,,,
374,1879728,2992,0.007399919263591965,0.875,0.9863013698630136,,,
375,1885304,3000,0.006284562554916539,0.625,0.9512195121951219,,,
376,1889088,3008,0.007617683136887209,0.375,0.9324324324324325,,,
377,1893192,3016,0.006322000713706021,0.75,0.9714285714285714,0.008387326200093652,0.375,0.9178082191780822
378,1900560,3024,0.004443627147086975,0.375,0.9032258064516129,,,
379,1904152,3032,0.007899609896994144,0.5,0.9587628865979382,,,
380,1908768,3040,0.007526813511145875,0.75,0.9722222222222222,,,
381,1911144,3048,0.010707538794136794,0.5,0.9016393442622951,,,
382,1915248,3056,0.007555757929242315,0.625,0.9583333333333334,,,
383,1919992,3064,0.00621387552023531,0.5,0.9180327868852459,,,
384,1925376,3072,0.006981596720999847,0.25,0.9054054054054054,,,
385,1929992,3080,0.007105781255723366,0.75,0.958904109589041,0.005009657618311191,0.5,0.9452054794520548
386,1934928,3088,0.006075916436946428,0.375,0.9193548387096774,,,
387,1938008,3096,0.008967976006031728,0.75,0.9733333333333334,,,
388,1947936,3104,0.004071404310762629,0.625,0.9565217391304348,,,
389,1952488,3112,0.007730780676306863,0.5,0.9506172839506173,,,
390,1955888,3120,0.007267838890940194,0.875,0.9864864864864865,,,
391,1964536,3128,0.005019264411291393,0.5,0.9518072289156626,,,
392,1971456,3136,0.00488947556470267,0.5,0.9444444444444444,,,
393,1976584,3144,0.008829651916522966,0.125,0.8833333333333333,0.007554184392640014,0.625,0.968421052631579
394,1980112,3152,0.009376459712890204,0.625,0.9473684210526315,,,
395,1984984,3160,0.007422479814695118,0.5,0.9375,,,
