step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
347,105427,347,0.011100718360463084,1.0,1.0,,,
348,105820,348,0.01752600574744569,0.0,0.8571428571428571,,,
349,106285,349,0.01877311601978638,0.0,0.8571428571428571,,,
350,106686,350,0.017816612809471583,0.0,0.8571428571428571,,,
351,107039,351,0.013514092443886367,1.0,1.0,,,
352,107352,352,0.025004430430602333,0.0,0.9285714285714286,,,
353,107841,353,0.014778776328989511,1.0,1.0,0.019300292234860614,0.0,0.8888888888888888
354,108346,354,0.016116810217859105,1.0,1.0,,,
355,108699,355,0.018350570330337917,0.0,0.9285714285714286,,,
356,109012,356,0.016181082498810576,1.0,1.0,,,
357,109341,357,0.01597593683674829,1.0,1.0,,,
358,109718,358,0.018689547569775398,0.0,0.8571428571428571,,,
359,110119,359,0.017982328368813208,0.0,0.9230769230769231,,,
360,110344,360,0.01922464603709995,1.0,1.0,,,
361,110633,361,0.015234414288190185,1.0,1.0,0.011208260997258095,1.0,1.0
362,110874,362,0.020371423159726954,0.0,0.8571428571428571,,,
363,111043,363,0.024766530775046224,0.0,0.8888888888888888,,,
364,111276,364,0.012430682074540655,1.0,1.0,,,
365,111517,365,0.01808553500212714,0.0,0.8888888888888888,,,
366,111806,366,0.022619618016376634,0.0,0.9473684210526315,,,
367,112063,367,0.014028604115588195,1.0,1.0,,,
368,112208,368,0.0317485402829543,0.0,0.9285714285714286,,,
369,112393,369,0.014303100790630395,1.0,1.0,0.017501801226036576,0.0,0.8571428571428571
370,112674,370,0.020869078882077473,0.0,0.8571428571428571,,,
371,112915,371,0.010363115322961936,1.0,1.0,,,
372,113204,372,0.018651861032313692,0.0,0.8571428571428571,,,
373,113533,373,0.009231391861762554,1.0,1.0,,,
374,113670,374,0.02344874104405495,0.0,0.8888888888888888,,,
375,113983,375,0.021461751778098375,0.0,0.9230769230769231,,,
376,114376,376,0.019658918893755633,0.0,0.9230769230769231,,,
377,114857,377,0.015287118822440078,0.0,0.8571428571428571,0.016455820180407376,0.0,0.8571428571428571
378,115266,378,0.016532597656659816,0.0,0.9285714285714286,,,
379,115459,379,0.01885161841095661,0.0,0.8571428571428571,,,
380,115812,380,0.01490996324905996,1.0,1.0,,,
381,115989,381,0.024035126736096223,0.0,0.9230769230769231,,,
382,116350,382,0.01696699432205546,0.0,0.8888888888888888,,,
383,116751,383,0.016372146164777043,0.0,0.8571428571428571,,,
384,117152,384,0.02399673808782718,0.0,0.8888888888888888,,,
385,117433,385,0.02328562686723048,0.0,0.9285714285714286,0.016150951238665244,1.0,1.0
386,117906,386,0.01832693649029976,0.0,0.8571428571428571,,,
387,118187,387,0.021061969146172522,0.0,0.9285714285714286,,,
388,118484,388,0.012842738285548038,1.0,1.0,,,
389,118613,389,0.018060190184230294,0.0,0.8571428571428571,,,
390,118830,390,0.013983530103825479,1.0,1.0,,,
391,119039,391,0.01829269695544276,0.0,0.9230769230769231,,,
392,119376,392,0.016376449247567332,1.0,1.0,,,
393,119617,393,0.013495341696084419,1.0,1.0,0.018076384787188746,0.0,0.8571428571428571
394,119754,394,0.03921944579567427,0.0,0.7777777777777778,,,
395,119883,395,0.01884484373208693,0.0,0.8571428571428571,,,
396,120276,396,0.017569969654109,0.0,0.9285714285714286,,,
397,120709,397,0.0164530967273215,0.0,0.8571428571428571,,,
398,121094,398,0.013001328591607072,1.0,1.0,,,
399,121351,399,0.022954588052384393,0.0,0.7777777777777778,,,
400,121768,400,0.013900760561835106,1.0,1.0,,,
401,122401,401,0.015974163354315674,0.0,0.8888888888888888,0.018062899740690683,1.0,1.0
402,122706,402,0.012092306343241582,1.0,1.0,,,
403,122979,403,0.02164282973354442,0.0,0.9473684210526315,,,
404,123132,404,0.029618168652052045,0.0,0.8888888888888888,,,
405,123453,405,0.014602778125968486,1.0,1.0,,,
406,123774,406,0.016995370926907585,0.0,0.8571428571428571,,,
407,123887,407,0.03212861305790804,0.0,0.9230769230769231,,,
408,124424,408,0.014532137993061965,0.0,0.8571428571428571,,,
409,125097,409,0.01490848267152027,1.0,1.0,0.021746848649934047,0.0,0.9473684210526315
410,125322,410,0.017768832504407816,0.0,0.8571428571428571,,,
411,125707,411,0.01571170348485538,1.0,1.0,,,
412,125820,412,0.028252178625592053,0.0,0.8571428571428571,,,
413,125973,413,0.021177041252775745,1.0,1.0,,,
414,126182,414,0.02484468119283607,0.0,0.9285714285714286,,,
415,126447,415,0.014889628980151535,1.0,1.0,,,
416,126616,416,0.010930007937843723,1.0,1.0,,,
417,126873,417,0.01708659020581761,0.0,0.8571428571428571,0.015183390496336666,1.0,1.0
418,127266,418,0.01642215030569448,1.0,1.0,,,
419,127587,419,0.019351189508000008,0.0,0.8571428571428571,,,
420,127780,420,0.023049265624413756,0.0,0.8888888888888888,,,
421,127989,421,0.011076846257232792,1.0,1.0,,,
422,128086,422,0.025126590110642916,0.0,0.8571428571428571,,,
423,128479,423,0.012040277286803118,1.0,1.0,,,
424,128864,424,0.014607597361460733,0.0,0.8888888888888888,,,
