step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
232,302784,1856,0.02266278313752685,0.25,0.8690476190476191,,,
233,303880,1864,0.01771034209903616,0.25,0.8985507246376812,0.012496842134116223,0.125,0.8450704225352113
234,305424,1872,0.015687387784712906,0.25,0.8947368421052632,,,
235,307288,1880,0.011336564851020952,0.375,0.881578947368421,,,
236,308832,1888,0.01863490401229837,0.125,0.8846153846153846,,,
237,309864,1896,0.025359889259787972,0.0,0.8441558441558441,,,
238,311664,1904,0.012213923978740231,0.0,0.8666666666666667,,,
239,312888,1912,0.017306510015392008,0.375,0.94,,,
240,314432,1920,0.016652280997444688,0.125,0.9024390243902439,,,
241,315208,1928,0.02844098912011822,0.125,0.8817204301075269,0.014224039836458636,0.5,0.946236559139785
242,316176,1936,0.022496880917881667,0.0,0.819672131147541,,,
243,316952,1944,0.026677234709994956,0.375,0.9036144578313253,,,
244,317728,1952,0.030329419175043528,0.125,0.8865979381443299,,,
245,318760,1960,0.024556994401180938,0.125,0.8666666666666667,,,
246,320240,1968,0.019042172669281338,0.125,0.8888888888888888,,,
247,322168,1976,0.011403309060173582,0.125,0.8571428571428571,,,
248,323072,1984,0.02697384600276805,0.0,0.8472222222222222,,,
249,324232,1992,0.018360830167820044,0.375,0.9146341463414634,0.020285834889332253,0.0,0.8333333333333334
250,325328,2000,0.020039651730417676,0.25,0.9069767441860465,,,
251,326680,2008,0.01845341824667038,0.125,0.8787878787878788,,,
252,328352,2016,0.01415106813472335,0.375,0.8679245283018868,,,
253,329256,2024,0.022909080580231934,0.125,0.8333333333333334,,,
254,330480,2032,0.01863738713247671,0.0,0.8676470588235294,,,
255,331640,2040,0.019034109433996475,0.125,0.8705882352941177,,,
256,332672,2048,0.01949438158820811,0.625,0.9464285714285714,,,
257,334408,2056,0.015512454582129255,0.5,0.9263157894736842,0.019633606314295338,0.0,0.8405797101449275
258,335696,2064,0.014150147801503343,0.25,0.9027777777777778,,,
259,337240,2072,0.017299878280248118,0.25,0.8987341772151899,,,
260,338272,2080,0.022355568890539336,0.25,0.8977272727272727,,,
261,339560,2088,0.01898168752694841,0.125,0.8571428571428571,,,
262,340528,2096,0.021326653920703924,0.25,0.8714285714285714,,,
263,341624,2104,0.01767102624718071,0.25,0.8857142857142857,,,
264,342912,2112,0.018010100982948116,0.25,0.8904109589041096,,,
265,344072,2120,0.014308368556114698,0.375,0.9117647058823529,0.01812518373922143,0.375,0.9014084507042254
266,345360,2128,0.017325610356013616,0.375,0.8870967741935484,,,
267,346328,2136,0.023373319413455943,0.375,0.8933333333333333,,,
268,347616,2144,0.017058191980677435,0.125,0.8852459016393442,,,
269,348968,2152,0.0195717029833212,0.0,0.8421052631578947,,,
270,350384,2160,0.017581394535735442,0.0,0.8690476190476191,,,
271,352312,2168,0.014097771964675033,0.375,0.90625,,,
272,353600,2176,0.018501964079721607,0.0,0.8103448275862069,,,
273,355656,2184,0.008831720547437527,0.375,0.9259259259259259,0.013835355861048261,0.5,0.9425287356321839
274,356944,2192,0.019234363828654642,0.125,0.8611111111111112,,,
275,357912,2200,0.0227643682895264,0.25,0.8305084745762712,,,
276,359776,2208,0.014208802343259788,0.125,0.8717948717948718,,,
277,361384,2216,0.015733733771587977,0.25,0.8918918918918919,,,
278,363248,2224,0.012334701258891486,0.25,0.8840579710144928,,,
279,364344,2232,0.017771783375998166,0.5,0.9130434782608695,,,
280,365824,2240,0.014999815317328519,0.25,0.9012345679012346,,,
281,367688,2248,0.01517437527640016,0.25,0.8709677419354839,0.013346842199060599,0.25,0.8961038961038961
282,368976,2256,0.017802484825105387,0.25,0.8823529411764706,,,
283,370008,2264,0.0218720008000542,0.125,0.8571428571428571,,,
284,371296,2272,0.01913444974233126,0.25,0.8857142857142857,,,
285,372840,2280,0.01445336299723477,0.125,0.8870967741935484,,,
286,373680,2288,0.025751791847906023,0.125,0.8732394366197183,,,
287,374968,2296,0.01720608949107939,0.375,0.9245283018867925,,,
288,376512,2304,0.016923008094573314,0.0,0.8470588235294118,,,
289,378056,2312,0.028111889197484623,0.125,0.8554216867469879,0.022924979406114036,0.625,0.9375
290,379792,2320,0.01575665367165064,0.5,0.896551724137931,,,
291,380888,2328,0.021237823288298735,0.0,0.8666666666666667,,,
292,381856,2336,0.025431715375321837,0.125,0.7924528301886793,,,
293,382760,2344,0.03370767405582626,0.125,0.8285714285714286,,,
294,384048,2352,0.01690232948988744,0.125,0.8552631578947368,,,
295,385080,2360,0.021288434925736247,0.25,0.8714285714285714,,,
296,386496,2368,0.01723471283692631,0.125,0.7966101694915254,,,
297,387720,2376,0.01917206981167312,0.25,0.8947368421052632,0.014692138635873273,0.25,0.8846153846153846
298,388432,2384,0.030248312050701165,0.25,0.8783783783783784,,,
299,389592,2392,0.02273671047099423,0.0,0.828125,,,
300,390688,2400,0.021484154165461723,0.0,0.8732394366197183,,,
301,392040,2408,0.018291853172615717,0.125,0.8769230769230769,,,
302,393456,2416,0.01641128880746291,0.25,0.84375,,,
303,395064,2424,0.015194326504402859,0.25,0.8591549295774648,,,
304,397632,2432,0.009572910074074967,0.375,0.9166666666666666,,,
305,399560,2440,0.015046827884277884,0.0,0.8916666666666667,0.02093596895183532,0.375,0.921875
306,400720,2448,0.017610623126649474,0.25,0.8840579710144928,,,
307,402072,2456,0.016326044184904086,0.25,0.8852459016393442,,,
308,404192,2464,0.012490560006789787,0.125,0.8695652173913043,,,
309,405416,2472,0.018192371255667826,0.125,0.863013698630137,,,
310,406384,2480,0.024096465624566923,0.25,0.855072463768116,,,
311,407544,2488,0.019605304703735102,0.375,0.9146341463414634,,,
312,408640,2496,0.019967505181706587,0.25,0.9204545454545454,,,
313,410696,2504,0.013524333653519004,0.0,0.8686868686868687,0.015126657439824236,0.375,0.9186046511627907
314,411792,2512,0.022067950989164968,0.25,0.8933333333333333,,,
315,412888,2520,0.021465577465330524,0.25,0.8611111111111112,,,
316,414368,2528,0.01672733864925221,0.25,0.9263157894736842,,,
317,416360,2536,0.012292954026410901,0.0,0.8714285714285714,,,
318,419760,2544,0.009029450859827488,0.375,0.9230769230769231,,,
319,420664,2552,0.02009982955070173,0.375,0.9259259259259259,,,
320,421568,2560,0.023830713463507673,0.375,0.9230769230769231,,,
321,422856,2568,0.01856330352070959,0.125,0.8860759493670886,0.0246869618293138,0.0,0.819672131147541
322,424016,2576,0.01929188825830873,0.375,0.927710843373494,,,
323,424856,2584,0.024295447212618084,0.25,0.8870967741935484,,,
324,426080,2592,0.019754966007125407,0.125,0.9111111111111111,,,
325,427752,2600,0.013548590710658392,0.625,0.9444444444444444,,,
326,428848,2608,0.019829682493540116,0.375,0.891566265060241,,,
327,430392,2616,0.016773072175660604,0.125,0.8305084745762712,,,
328,431296,2624,0.026158845817839678,0.125,0.8666666666666667,,,
329,432136,2632,0.02792959542497691,0.125,0.8405797101449275,0.017592028267945786,0.125,0.8837209302325582
330,434832,2640,0.009742164836323725,0.375,0.9014084507042254,,,
331,435992,2648,0.022611091408202683,0.0,0.8253968253968254,,,
332,437536,2656,0.015281656275600422,0.125,0.8701298701298701,,,
333,438312,2664,0.02863127246937583,0.0,0.8533333333333334,,,
334,439280,2672,0.0222273549653571,0.125,0.8809523809523809,,,
335,440824,2680,0.016897093451386267,0.125,0.8795180722891566,,,
336,442048,2688,0.017548571334506928,0.0,0.8787878787878788,,,
337,442824,2696,0.02922474323550385,0.125,0.859375,0.01634306062474534,0.0,0.8695652173913043
338,444304,2704,0.016038004706883113,0.0,0.8260869565217391,,,
339,444952,2712,0.03317332075658065,0.125,0.8412698412698413,,,
340,445984,2720,0.022544784861858836,0.125,0.8571428571428571,,,
341,447720,2728,0.013521454404681992,0.25,0.8888888888888888,,,
342,448880,2736,0.01947137635445619,0.125,0.8333333333333334,,,
343,450232,2744,0.021215179758527714,0.125,0.8695652173913043,,,
344,451520,2752,0.017499686692600297,0.375,0.9130434782608695,,,
345,452488,2760,0.020282110050800557,0.375,0.9154929577464789,0.01051915263425067,0.625,0.9180327868852459
346,453712,2768,0.02088474874761288,0.125,0.8695652173913043,,,
347,454872,2776,0.0193868954962054,0.125,0.8589743589743589,,,
348,456352,2784,0.020020654993182955,0.125,0.8850574712643678,,,
349,457704,2792,0.01667348881246441,0.125,0.863013698630137,,,
350,458608,2800,0.028077087504803953,0.25,0.8831168831168831,,,
351,459512,2808,0.02330676102428733,0.25,0.8888888888888888,,,
352,460864,2816,0.018523680750994358,0.0,0.8035714285714286,,,
353,462152,2824,0.018939831993962382,0.125,0.8902439024390244,0.016810767160430843,0.375,0.9210526315789473
354,463568,2832,0.018532525823987563,0.125,0.8875,,,
355,464792,2840,0.020452239909054495,0.25,0.8734177215189873,,,
356,466016,2848,0.01625605433753664,0.5,0.9354838709677419,,,
357,467368,2856,0.01699511310424244,0.25,0.8870967741935484,,,
358,468208,2864,0.024606426421394243,0.0,0.8765432098765432,,,
359,468984,2872,0.02184421421624791,0.375,0.922077922077922,,,
360,469760,2880,0.026542650844212274,0.25,0.922077922077922,,,
361,471560,2888,0.015482837351119131,0.375,0.8688524590163934,0.0310161347541411,0.125,0.8813559322033898
362,472912,2896,0.013848950572023547,0.25,0.9135802469135802,,,
363,473624,2904,0.026545650728467273,0.375,0.9012345679012346,,,
364,474592,2912,0.01894148545275666,0.25,0.9146341463414634,,,
365,475624,2920,0.020183418187911657,0.25,0.9243697478991597,,,
366,476976,2928,0.016999045651611023,0.25,0.847457627118644,,,
367,478072,2936,0.019510825878434446,0.25,0.9047619047619048,,,
368,479104,2944,0.018112116383497384,0.375,0.9247311827956989,,,
369,480520,2952,0.016676879311777252,0.25,0.8823529411764706,0.017942150824615588,0.25,0.8428571428571429
370,482064,2960,0.013904561069801992,0.25,0.9318181818181818,,,
371,483608,2968,0.01555975614214697,0.125,0.8809523809523809,,,
372,484960,2976,0.015460866643483855,0.125,0.8507462686567164,,,
373,486312,2984,0.017294197774187985,0.0,0.8658536585365854,,,
374,488240,2992,0.014792174768949402,0.125,0.8513513513513513,,,
375,489464,3000,0.019774592238698246,0.125,0.8837209302325582,,,
376,490432,3008,0.021414116957792644,0.375,0.8767123287671232,,,
377,491976,3016,0.0171193429114016,0.25,0.8767123287671232,0.015098249734693123,0.125,0.8947368421052632
378,493136,3024,0.018332318554208707,0.25,0.875,,,
379,494488,3032,0.018864223195446006,0.375,0.8983050847457628,,,
380,496096,3040,0.016860834169949504,0.5,0.9016393442622951,,,
381,497192,3048,0.02245700801227892,0.25,0.85,,,
382,499120,3056,0.012542305673833304,0.25,0.8805970149253731,,,
383,500408,3064,0.017866629769427583,0.25,0.9016393442622951,,,
384,501952,3072,0.018013318309539096,0.375,0.92,,,
385,503112,3080,0.0185043393258341,0.25,0.8709677419354839,0.01883009483859246,0.0,0.8705882352941177
386,504016,3088,0.024060088649642018,0.375,0.9210526315789473,,,
387,505944,3096,0.01309970626146069,0.5,0.8939393939393939,,,
388,507040,3104,0.019860982633267268,0.375,0.9210526315789473,,,
389,508072,3112,0.021454659466911857,0.25,0.890625,,,
390,509424,3120,0.018209029607018087,0.375,0.9090909090909091,,,
391,510712,3128,0.01828325554364722,0.25,0.9054054054054054,,,
392,511680,3136,0.02808312600417835,0.0,0.8309859154929577,,,
393,512904,3144,0.01971222642392181,0.375,0.9041095890410958,0.020377280110044825,0.375,0.9078947368421053
394,514576,3152,0.01343085867716451,0.25,0.8448275862068966,,,
395,515800,3160,0.018081639375732268,0.125,0.8823529411764706,,,
396,517728,3168,0.015522437842090614,0.25,0.9130434782608695,,,
397,518760,3176,0.021986365690185892,0.125,0.8732394366197183,,,
398,520880,3184,0.011032420890963481,0.375,0.9078947368421053,,,
399,522232,3192,0.018858015452383366,0.125,0.8928571428571429,,,
400,523584,3200,0.018105406325309648,0.25,0.8852459016393442,,,
